OBJECT_NAME : __SYS,
OK,1,FNC__MANIFOLD_TEST - LL1's status is not "MAINTMODE".,Please	 convert LL's status to "MAINTMODE" !<\n>,CHECK	,
OK,2,FNC__MANIFOLD_TEST - LL2's status is not "MAINTMODE".,Please	 convert LL's status to "MAINTMODE" !<\n>,CHECK	,
OK,3,FNC__MANIFOLD_TEST - LL3's status is not "MAINTMODE".,Please	 convert LL's status to "MAINTMODE" !<\n>,CHECK	,
OK,4,FNC__MANIFOLD_TEST - LL4's status is not "MAINTMODE".,Please	 convert LL's status to "MAINTMODE" !<\n>,CHECK	,
OK,5,FNC__MANIFOLD_TEST - LL5's status is not "MAINTMODE".,Please	 convert LL's status to "MAINTMODE" !<\n>,CHECK	,

OBJECT_NAME : FNC__TMC_CHM,
OK,11,FNC__TMC_CHM - Slot-Valve is not Close !,,CHECK_RETRY	ABORT	,
OK,12,FNC__TMC_CHM - TMC Leak Check is higher than config value !,,CHECK	,

OBJECT_NAME : FNC__TMC_VLV,
OK,1,FNC__TMC_VLV - TMC_CHM & PMC's Transfer Pressure Error.,Please	 Check TMC_CHM & PMC's Pressure !<\n>,RETRY	ABORT	,
OK,2,FNC__TMC_VLV - Pressure is not ATM.,Please	 Check module pressure !<\n>,RETRY	ABORT	,
OK,11,FNC__TMC_VLV - PMC Shutter is not open !,Please	 Check PMC's shutter status !<\n>,RETRY	ABORT	,
OK,12,FNC__TMC_VLV - PMC lift-pin status is not down !,Please	 Check PMC's lift-pin status !<\n>,RETRY	ABORT	,

OBJECT_NAME : FNC__VAC_ROBOT,
OK,1,FNC__VAC_ROBOT - Unknown Module Name !,,ABORT	,
OK,2,FNC__VAC_ROBOT - PMC's Slit Valve is not closed !,,RETRY	ABORT	,
OK,3,FNC__VAC_ROBOT - There is no material on Robot's A-Arm.<\n>,Please	 check material on Robot's A-Arm.<\n>PHY_VAC_ROBOT+OTR.OUT.MON.dARM_A.MATERIAL.STATUS,RETRY	ABORT	,
OK,4,FNC__VAC_ROBOT - There is no material on Robot's B-Arm.<\n>,Please	 check material on Robot's B-Arm.<\n>PHY_VAC_ROBOT+OTR.OUT.MON.dARM_B.MATERIAL.STATUS,RETRY	ABORT	,
OK,5,FNC__VAC_ROBOT - There is material on Robot's A-Arm.,Please	 check material on Robot's A-Arm.<\n>PHY_VAC_ROBOT+OTR.OUT.MON.dARM_A.MATERIAL.STATUS,RETRY	ABORT	,
OK,6,FNC__VAC_ROBOT - There is material on Robot's B-Arm.,Please	 check material on Robot's B-Arm.<\n>PHY_VAC_ROBOT+OTR.OUT.MON.dARM_B.MATERIAL.STATUS,RETRY	ABORT	,
OK,7,FNC__VAC_ROBOT - There is no material in PMC.,Please	 check material in PMC.<\n>,RETRY	ABORT	,
OK,8,FNC__VAC_ROBOT - There is material in PMC.,Please	 check material in PMC.<\n>,RETRY	ABORT	,
OK,9,FNC__VAC_ROBOT - Target PM's transfer state is not ready to pick.,Please	 check transfer ready state.<\n>,CHECK_RETRY	ABORT	,
OK,10,FNC__VAC_ROBOT - Target PM's transfer state is not ready to place.,Please	 check transfer ready state.<\n>,CHECK_RETRY	ABORT	,
OK,11,FNC__VAC_ROBOT - Target PM's PIN not Up.,Please	 check PIN State.<\n>,CHECK_RETRY	ABORT	,
OK,12,FNC__VAC_ROBOT - Target PM's PIN not Down.,Please	 check PIN State.<\n>,CHECK_RETRY	ABORT	,

OBJECT_NAME : MNG__SYS_CTRL,
OK,1,MNG__SYS_CTRL : SYSTEM INIT FAILED.,System component Initial-Action is failed !,CHECK	,

OBJECT_NAME : MON__SYSTEM,
OK,1,MON__SYSTEM - System Air Sensor is not "ON".,System Air Sensor is not "ON".<\n>Please	 check system air sensor status.<\n>,CHECK	,
OK,2,MON__SYSTEM - System FFU Differential Pressure Alarm Occured.,1. Please	 Check.. EFEM Side Doors Close Status.<\n>2. Please	 Check.. FFU Fan Speed.<\n>,CHECK	,
OK,3,MON__SYSTEM - N2 Sensor is not "ON".,N2 Sensor is not "ON".<\n>Please	 check system N2 sensor status.<\n>,CHECK	,
OK,4,MON__SYSTEM - EFEM Side Door Is Not Closed Status.,1. ATM Robot will be stopped.<\n>2. Please	 Check.. EFEM Left and Right Door.<\n>,CHECK	,

OBJECT_NAME : OPR__PMx_HANDOFF,
OK,1,OPR__PMx_HANDOFF - MODULE OBJECT - ABORTED,,CHECK	,
OK,2,OPR__PMx_HANDOFF - MODULE OBJECT - OFFLINE,,CHECK	,
OK,3,OPR__PMx_HANDOFF - MODULE OBJECT - NOT STANDBY,,CHECK	,
OK,4,OPR__PMx_HANDOFF - MODULE OBJECT - CALL ERROR,,CHECK	,
OK,11,OPR__PMx_HANDOFF - OBJECT MODE : UNKNOWN,,ABORT	,
OK,12,OPR__PMx_HANDOFF - PMC ID : UNKNOWN,,ABORT	,

OBJECT_NAME : PHY__ATM_ROBOT,
OK,1,PHY__ATM_ROBOT - There is material on Robot's A-Arm.,Please	 check material on Robot's A-Arm.<\n>,RETRY	ABORT	,
OK,2,PHY__ATM_ROBOT - There is material on Robot's B-Arm.,Please	 check material on Robot's B-Arm.<\n>,RETRY	ABORT	,
OK,3,PHY__ATM_ROBOT - After Mapping Crossed Wafer Detected.,Please	 check Wafer Status.<\n>,IGNORE	ABORT	,
OK,11,PHY__ATM_ROBOT - There is material in LP1.,Please	 check material in LP1.<\n>,RETRY	ABORT	,
OK,12,PHY__ATM_ROBOT - There is material in LP2.,Please	 check material in LP2.<\n>,RETRY	ABORT	,
OK,13,PHY__ATM_ROBOT - There is material in LP3.,Please	 check material in LP3.<\n>,RETRY	ABORT	,
OK,14,PHY__ATM_ROBOT - There is material in LP4.,Please	 check material in LP4.<\n>,RETRY	ABORT	,
OK,15,PHY__ATM_ROBOT - There is material in LP5.,Please	 check material in LP5.<\n>,RETRY	ABORT	,
OK,21,PHY__ATM_ROBOT - There is material in AL1.,Please	 check material in AL1.<\n>,RETRY	ABORT	,
OK,22,PHY__ATM_ROBOT - There is material in LBA.,Please	 check material in LBA.<\n>,RETRY	ABORT	,
OK,23,PHY__ATM_ROBOT - There is material in LBB.,Please	 check material in LBB.<\n>,RETRY	ABORT	,
OK,24,PHY__ATM_ROBOT - There is material in VIS1.,Please	 check material in VIS1.<\n>,RETRY	ABORT	,
OK,25,PHY__ATM_ROBOT - There is material in side storage(1).,Please	 check material in side storage(1).<\n>,RETRY	ABORT	,
OK,26,PHY__ATM_ROBOT - There is material in side storage(2).,Please	 check material in side storage(2).<\n>,RETRY	ABORT	,
OK,31,PHY__ATM_ROBOT - There is material in PMC.,Please	 check material in PMC.<\n>,RETRY	ABORT	,
OK,41,PHY__ATM_ROBOT - There is no material on Robot's A-Arm.,Please	 check material on Robot's A-Arm.<\n>,RETRY	ABORT	,
OK,42,PHY__ATM_ROBOT - There is no material on Robot's B-Arm.,Please	 check material on Robot's B-Arm.<\n>,RETRY	ABORT	,
OK,51,PHY__ATM_ROBOT - There is no material in LP1.,Please	 check material in LP1.<\n>,RETRY	ABORT	,
OK,56,PHY__ATM_ROBOT - LP1's Wafer Slide Out Sns is On Status.,Please	 check LP1's Wafer Slide Status... !<\n>,RETRY	ABORT	,
OK,52,PHY__ATM_ROBOT - There is no material in LP2.,Please	 check material in LP2.<\n>,RETRY	ABORT	,
OK,57,PHY__ATM_ROBOT - LP2's Wafer Slide Out Sns is On Status.,Please	 check LP2's Wafer Slide Status... !<\n>,RETRY	ABORT	,
OK,53,PHY__ATM_ROBOT - There is no material in LP3.,Please	 check material in LP3.<\n>,RETRY	ABORT	,
OK,58,PHY__ATM_ROBOT - LP3's Wafer Slide Out Sns is On Status.,Please	 check LP3's Wafer Slide Status... !<\n>,RETRY	ABORT	,
OK,54,PHY__ATM_ROBOT - There is no material in LP4.,Please	 check material in LP4.<\n>,RETRY	ABORT	,
OK,59,PHY__ATM_ROBOT - LP4's Wafer Slide Out Sns is On Status.,Please	 check LP4's Wafer Slide Status... !<\n>,RETRY	ABORT	,
OK,55,PHY__ATM_ROBOT - There is no material in LP5.,Please	 check material in LP5.<\n>,RETRY	ABORT	,
OK,60,PHY__ATM_ROBOT - LP5's Wafer Slide Out Sns is On Status.,Please	 check LP5's Wafer Slide Status... !<\n>,RETRY	ABORT	,
OK,61,PHY__ATM_ROBOT - There is no material in AL1.,Please	 check material in AL1.<\n>,RETRY	ABORT	,
OK,62,PHY__ATM_ROBOT - There is no material in LBA.,Please	 check material in LBA.<\n>,RETRY	ABORT	,
OK,63,PHY__ATM_ROBOT - There is no material in LBB.,Please	 check material in LBB.<\n>,RETRY	ABORT	,
OK,64,PHY__ATM_ROBOT - There is no material in VIS1.,Please	 check material in VIS1.<\n>,RETRY	ABORT	,
OK,65,PHY__ATM_ROBOT - There is no material in side storage(1).,Please	 check material in side storage(1).<\n>,RETRY	ABORT	,
OK,66,PHY__ATM_ROBOT - There is no material in side storage(2).,Please	 check material in side storage(2).<\n>,RETRY	ABORT	,
OK,71,PHY__ATM_ROBOT - There is no material in PMC.,Please	 check material in PMC.<\n>,RETRY	ABORT	,
OK,72,PHY__ATM_ROBOT - STN does not exist.,Please	 check config page.<\n>,RETRY	ABORT	,
OK,81,PHY__ATM_ROBOT - LBA's door status is not open.,Please	 check LBA's door status !<\n>,RETRY	ABORT	,
OK,82,PHY__ATM_ROBOT - LBB's door status is not open.,Please	 check LBB's door status !<\n>,RETRY	ABORT	,
OK,83,PHY__ATM_ROBOT - LPx's door status is not open.,,RETRY	ABORT	,
OK,84,PHY__ATM_ROBOT - LPx's foup does not exist.,,RETRY	ABORT	,
OK,85,PHY__ATM_ROBOT - LPx's foup does not clamp.,,RETRY	ABORT	,
OK,86,PHY__ATM_ROBOT - LPx's foup position is not load.,,RETRY	ABORT	,
OK,87,PHY__ATM_ROBOT - EFEM DOOR is not Close.,So... Robot Can't do any command.<\n>Please...	 Check EFEM Side Door Status,RETRY	ABORT	,
OK,88,PHY__ATM_ROBOT - Material Exist On Arm.,So... Robot Can't do Mapping Action.<\n>Please...	 Check Robot's Arm Status,RETRY	ABORT	,

OBJECT_NAME : PHY__LBA,
OK,1,PHY__LBA - Door Valve Open TimeOut.,Please	 Check I/O Object !<\n>,RETRY	ABORT	,
OK,2,PHY__LBA - Door Valve Close TimeOut.,Please	 Check I/O Object !<\n>,RETRY	ABORT	,
OK,3,PHY__LBA - Slit Valve Open TimeOut.,Please	 Check I/O Object !<\n>,RETRY	ABORT	,
OK,4,PHY__LBA - Slit Valve Close TimeOut.,Please	 Check I/O Object !<\n>,RETRY	ABORT	,
OK,5,PHY__LBA - Slit Valve Can't Close Because Of not exist.,Please	 Check Config Value !<\n>,RETRY	ABORT	,
OK,6,PHY__LBA - Slit Valve Can't Open Because Of not exist.,Please	 Check Config Value !<\n>,RETRY	ABORT	,
OK,11,PHY__LBA - Slit Valve can not open	 because of not ATM Pressure !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,12,PHY__LBA - Slit Valve can not open	 because of not VAC Pressure !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,13,PHY__LBA - Door Valve can not open	 because of not ATM Pressure !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,14,PHY__LBA - Soft Pumping Timeout !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,15,PHY__LBA - Fast Pumping Timeout !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,16,PHY__LBA - Soft Venting Timeout !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,17,PHY__LBA - Fast Venting Timeout !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,21,PHY__LBA - Vent Valve Interlock With Pumping Valve Open !,All vent valve must be closed !<\n>,CHECK	,
OK,22,PHY__LBA - Pump Valve Interlock With Door open !,All pump valve must be closed !<\n>,CHECK	,
OK,23,PHY__LBA - Door Valve is not close !,Please	 check door valve !<\n>,RETRY	ABORT	,
OK,24,PHY__LBA - Slit Valve is not close !,Please	 check slit valve !<\n>,RETRY	ABORT	,
OK,25,PHY__LBA - Dry Pump is Offline or Not Run Status !,LoadLock : [PHY__LBA]	 Slow/Fast Rough Valve will be closed.. !<\n>Please	 check pump status !<\n>,CHECK	,
OK,26,PHY__LBA - VAC Robot's Arm not retracted sts.,Please	 Check VAC Robot's Arm Status !<\n>,RETRY	ABORT	,
OK,27,PHY__LBA - ATM Robot's Arm not retracted sts.,Please	 Check ATM Robot's Arm Status !<\n>,RETRY	ABORT	,
OK,7,PHY__LBA - Can't SV Open	 Max Difference Press Alarm Occur !,Please	 check LL and TM Pressure Status.<\n>,RETRY	ABORT	,
OK,8,PHY__LBA - After Venting Complete	 Atm High Press Alarm !,Please	 check LL Pressure or Gauge Status.<\n>,ABORT	,

OBJECT_NAME : PHY__LBB,
OK,1,PHY__LBB - Door Valve Open TimeOut.,Please	 Check I/O Object !<\n>,RETRY	ABORT	,
OK,2,PHY__LBB - Door Valve Close TimeOut.,Please	 Check I/O Object !<\n>,RETRY	ABORT	,
OK,3,PHY__LBB - Slit Valve Open TimeOut.,Please	 Check I/O Object !<\n>,RETRY	ABORT	,
OK,4,PHY__LBB - Slit Valve Close TimeOut.,Please	 Check I/O Object !<\n>,RETRY	ABORT	,
OK,5,PHY__LBB - Slit Valve Can't Close Because Of not exist.,Please	 Check Config Value !<\n>,RETRY	ABORT	,
OK,6,PHY__LBB - Slit Valve Can't Open Because Of not exist.,Please	 Check Config Value !<\n>,RETRY	ABORT	,
OK,11,PHY__LBB - Slit Valve can not open	 because of not ATM Pressure !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,12,PHY__LBB - Slit Valve can not open	 because of not VAC Pressure !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,13,PHY__LBB - Door Valve can not open	 because of not ATM Pressure !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,14,PHY__LBB - Soft Pumping Timeout !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,15,PHY__LBB - Fast Pumping Timeout !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,16,PHY__LBB - Soft Venting Timeout !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,17,PHY__LBB - Fast Venting Timeout !,Please	 check 's pressure.<\n>,RETRY	ABORT	,
OK,21,PHY__LBB - Vent Valve Interlock With Pumping Valve Open !,All vent valve must be closed !<\n>,CHECK	,
OK,22,PHY__LBB - Pump Valve Interlock With Door open !,All pump valve must be closed !<\n>,CHECK	,
OK,23,PHY__LBB - Door Valve is not close !,Please	 check door valve !<\n>,RETRY	ABORT	,
OK,24,PHY__LBB - Slit Valve is not close !,Please	 check slit valve !<\n>,RETRY	ABORT	,
OK,25,PHY__LBB - Dry Pump is Offline or Not Run Status !,LoadLock : [PHY__LBB]	 Slow/Fast Rough Valve will be closed.. !<\n>Please	 check pump status !<\n>,CHECK	,
OK,26,PHY__LBB - VAC Robot's Arm not retracted sts.,Please	 Check VAC Robot's Arm Status !<\n>,RETRY	ABORT	,
OK,27,PHY__LBB - ATM Robot's Arm not retracted sts.,Please	 Check ATM Robot's Arm Status !<\n>,RETRY	ABORT	,
OK,7,PHY__LBB - Can't SV Open	 Max Difference Press Alarm Occur !,Please	 check LL and TM Pressure Status.<\n>,RETRY	ABORT	,
OK,8,PHY__LBB - After Venting Complete	 Atm High Press Alarm !,Please	 check LL Pressure or Gauge Status.<\n>,ABORT	,

OBJECT_NAME : PHY__LP1,
OK,1,PHY__LP1 - Pump Pressure TimeOut.,Please	 check pump pressure config !<\n>,RETRY	ABORT	,
OK,2,PHY__LP1 - Door Status is not open !,Please	 check loadport door status !<\n>,RETRY	ABORT	,
OK,3,PHY__LP1 - Currently	 Load Port's status is "Mapping_Sequence Lock".,Please	 check ATM Robot's status !<\n>,RETRY	ABORT	,

OBJECT_NAME : PHY__LP2,
OK,1,PHY__LP2 - Pump Pressure TimeOut.,Please	 check pump pressure config !<\n>,RETRY	ABORT	,
OK,2,PHY__LP2 - Door Status is not open !,Please	 check loadport door status !<\n>,RETRY	ABORT	,
OK,3,PHY__LP2 - Currently	 Load Port's status is "Mapping_Sequence Lock".,Please	 check ATM Robot's status !<\n>,RETRY	ABORT	,

OBJECT_NAME : PHY__LP3,
OK,1,PHY__LP3 - Pump Pressure TimeOut.,Please	 check pump pressure config !<\n>,RETRY	ABORT	,
OK,2,PHY__LP3 - Door Status is not open !,Please	 check loadport door status !<\n>,RETRY	ABORT	,
OK,3,PHY__LP3 - Currently	 Load Port's status is "Mapping_Sequence Lock".,Please	 check ATM Robot's status !<\n>,RETRY	ABORT	,

OBJECT_NAME : PHY__PMx,
OK,1,PHY__PMx - Valve Open TimeOut.,Please	 Check I/O Object !<\n>,RETRY	ABORT	,
OK,2,PHY__PMx - PM Slot Valve.. PM Close TimeOut.,Please	 Check I/O Status !<\n>,RETRY	ABORT	,
OK,3,PHY__PMx - PM Slot Valve.. TM Close TimeOut.,Please	 Check I/O Status !<\n>,RETRY	ABORT	,
OK,4,PHY__PMx - VAC Robot's Arm not retracted sts.,Please	 Check VAC Robot's Arm Status !<\n>,RETRY	ABORT	,
OK,5,PHY__PMx - Slit Valve can not open	 because of not ATM Pressure !,Please	 check PM and TM pressure Status.<\n>,RETRY	ABORT	,
OK,6,PHY__PMx - Slit Valve can not open	 because of not VAC Pressure !,Please	 check PM and TM pressure Status.<\n>,RETRY	ABORT	,
OK,7,PHY__PMx - PM Slit Valve can not UP	 because of not PM or TM SV OPEN Sts !,Please	 check PM and TM SV OPEN Sensor Status.<\n>,RETRY	ABORT	,
OK,8,PHY__PMx - Max Difference Press Alarm Occur !,Please	 check PM and TM Pressure Status.<\n>,RETRY	ABORT	,
OK,9,PHY__PMx - PM Not Exist Config Value !,Please	 check PM Station Status.<\n>,IGNORE	ABORT	,
OK,10,PHY__PMx - Can't Close Slot Valve ! <\n>,PM and TM Station's Pressure Must be Equal.<\n>,RETRY	ABORT	IGNORE	,
OK,11,PHY__PMx - TMC and PMC's pressure is not same !,,RETRY	ABORT	IGNORE	,

OBJECT_NAME : PHY__PUMP,
OK,1,PHY__PUMP - Pump Pressure TimeOut.,Please	 check pump pressure config !<\n>,RETRY	ABORT	,

OBJECT_NAME : PHY__TMC_CHM,
OK,1,PHY__TMC_CHM - Soft Pumping Timeout !,Please	 check TMC_CHM's pressure.<\n>,RETRY	ABORT	,
OK,2,PHY__TMC_CHM - Fast Pumping Timeout !,Please	 check TMC_CHM's pressure.<\n>,RETRY	ABORT	,
OK,3,PHY__TMC_CHM - Soft Venting Timeout !,Please	 check TMC_CHM's pressure.<\n>,RETRY	ABORT	,
OK,4,PHY__TMC_CHM - Fast Venting Timeout !,Please	 check TMC_CHM's pressure.<\n>,RETRY	ABORT	,
OK,5,PHY__TMC_CHM - Vent Valve Interlock With Pumping Valve Open !,All pumping valve must be closed !<\n>,CHECK	,
OK,6,PHY__TMC_CHM - Dry Pump is Offline or Not Run Status !,TMC CHAMBER's Fast Rough Valve will be closed.. !<\n>Please	 check pump status !<\n>,CHECK	,
OK,7,PHY__TMC_CHM - Exhaust Pressure Timeout !,Please	 check exhaust pressure gauge !<\n>,ABORT	,
OK,8,PHY__TMC_CHM - Chamber's lid is not closed !,Please	 check the lid of chamber !<\n>,RETRY	ABORT	,

OBJECT_NAME : PHY__VAC_ROBOT,
OK,1,PHY__VAC_ROBOT - There is material on Robot's A-Arm.,Please	 check material on Robot's A-Arm.<\n>,RETRY	ABORT	,
OK,2,PHY__VAC_ROBOT - There is material on Robot's B-Arm.,Please	 check material on Robot's B-Arm.<\n>,RETRY	ABORT	,
OK,11,PHY__VAC_ROBOT - There is material in LLx.,Please	 check material in LLx.<\n>,RETRY	ABORT	,
OK,12,PHY__VAC_ROBOT - There is material in PMx.,Please	 check material in PMx.<\n>,RETRY	ABORT	,
OK,3,PHY__VAC_ROBOT - There is no material on Robot's A-Arm.,Please	 check material on Robot's A-Arm.<\n>,ABORT	RETRY	IGNORE	,
OK,4,PHY__VAC_ROBOT - There is no material on Robot's B-Arm.,Please	 check material on Robot's B-Arm.<\n>,ABORT	RETRY	IGNORE	,
OK,13,PHY__VAC_ROBOT - There is no material in LLx.,Please	 check material in LLx.<\n>,ABORT	RETRY	IGNORE	,
OK,14,PHY__VAC_ROBOT - There is no material in PMx.,Please	 check material in PMx.<\n>,ABORT	RETRY	IGNORE	,
OK,15,PHY__VAC_ROBOT - STN does not exist.,Please	 check config page.<\n>,RETRY	ABORT	,
OK,21,PHY__VAC_ROBOT - LLx's valve status is not open.,Please	 check LLx's valve status !<\n>,RETRY	ABORT	,
OK,22,PHY__VAC_ROBOT - PMx's valve status is not open.,PHY__VAC_ROBOT - PMx's valve status is not open.,RETRY	ABORT	,
OK,23,PHY__VAC_ROBOT - TMC_CHM's Pressure is not ATM.,Please	 Check TMC_CHM's Pressure !<\n>TMC_CHM's Pressure must be ATM.<\n>,RETRY	ABORT	,
OK,24,PHY__VAC_ROBOT - LLx's Pressure is not ATM.,Please	 Check LLx's Pressure !<\n>LLx's Pressure must be ATM.<\n>,RETRY	ABORT	,
OK,25,PHY__VAC_ROBOT - PMx's pressure is not ATM.,Please	 check PMx's pressure !<\n>PMx's pressure must be ATM.<\n>,RETRY	ABORT	,
OK,31,PHY__VAC_ROBOT - TMC_CHM's Pressure is not VAC.,Please	 Check TMC_CHM's Pressure !<\n>TMC_CHM's Pressure must be VAC.<\n>,RETRY	ABORT	,
OK,32,PHY__VAC_ROBOT - LLx's Pressure is not VAC.,Please	 Check LLx's Pressure !<\n>LLx's Pressure must be VAC.<\n>,RETRY	ABORT	,
OK,33,PHY__VAC_ROBOT - PMx's pressure is not VAC.,Please	 check PMx's pressure !<\n>PMx's pressure must be VAC.<\n>,RETRY	ABORT	,
OK,41,PHY__VAC_ROBOT - Cannot use PICK or PLACE Command in PM CHAMBER.,Please	 check Command !<\n>Only Use EXTEND or RETRACT Command in PM CHAMBER.<\n>,RETRY	ABORT	,
OK,42,PHY__VAC_ROBOT - DA Soft-Offset Error !,Please	 check DA result !<\n>,CHECK	,
OK,43,PHY__VAC_ROBOT - DA Hard-Offset Error !,Please	 check DA result !<\n>,ABORT	IGNORE	,

OBJECT_NAME : PHY_IO__LP1,
OK,40,PHY_IO__LP1 - Offline.,Communication is Offline.<\n>Please	 Check DeviceNet Communication Status !<\n>,RETRY	ABORT	,
OK,41,PHY_IO__LP1 - Offline.,Controller is Offline.<\n>Please	 Check LoadPort Communication Status !<\n>,RETRY	ABORT	,
OK,42,PHY_IO__LP1 - Command timeout !,After command send	 result can't receive. <\n>,RETRY	ABORT	,
OK,43,PHY_IO__LP1 - LOAD... FOUP NONE ALARM.,Before Foup Load Action	 Foup Not Exist on the loadport.<\n>Please	 Check Foup properly placed !<\n>,RETRY	ABORT	,
OK,44,PHY_IO__LP1 - LP PADDLE UP... WAFER SLIDE OUT SENSOR ALARM.,Before LP Paddle Up Action	 Wafer Slide Out Sensor On Status.<\n>Please	 Check Wafer Status in the loadport !<\n>,RETRY	ABORT	,
OK,45,PHY_IO__LP1 - LP PADDLE UP/DN... PADDLE SENSOR NOT EXT STATUS ALARM.,Before LP Paddle Up/Down Action	 Paddle Not Extend Status.<\n>Please	 Check Paddle Extend Status !<\n>,RETRY	ABORT	,

OBJECT_NAME : PHY_IO__LP2,
OK,40,PHY_IO__LP2 - Offline.,Communication is Offline.<\n>Please	 Check DeviceNet Communication Status !<\n>,RETRY	ABORT	,
OK,41,PHY_IO__LP2 - Offline.,Controller is Offline.<\n>Please	 Check LoadPort Communication Status !<\n>,RETRY	ABORT	,
OK,42,PHY_IO__LP2 - Command timeout !,After command send	 result can't receive. <\n>,RETRY	ABORT	,
OK,43,PHY_IO__LP2 - LOAD... FOUP NONE ALARM.,Before Foup Load Action	 Foup Not Exist on the loadport.<\n>Please	 Check Foup properly placed !<\n>,RETRY	ABORT	,
OK,44,PHY_IO__LP2 - LP PADDLE UP... WAFER SLIDE OUT SENSOR ALARM.,Before LP Paddle Up Action	 Wafer Slide Out Sensor On Status.<\n>Please	 Check Wafer Status in the loadport !<\n>,RETRY	ABORT	,
OK,45,PHY_IO__LP2 - LP PADDLE UP/DN... PADDLE SENSOR NOT EXT STATUS ALARM.,Before LP Paddle Up/Down Action	 Paddle Not Extend Status.<\n>Please	 Check Paddle Extend Status !<\n>,RETRY	ABORT	,

OBJECT_NAME : PHY_IO__LP3,
OK,40,PHY_IO__LP3 - Offline.,Communication is Offline.<\n>Please	 Check DeviceNet Communication Status !<\n>,RETRY	ABORT	,
OK,41,PHY_IO__LP3 - Offline.,Controller is Offline.<\n>Please	 Check LoadPort Communication Status !<\n>,RETRY	ABORT	,
OK,42,PHY_IO__LP3 - Command timeout !,After command send	 result can't receive. <\n>,RETRY	ABORT	,
OK,43,PHY_IO__LP3 - LOAD... FOUP NONE ALARM.,Before Foup Load Action	 Foup Not Exist on the loadport.<\n>Please	 Check Foup properly placed !<\n>,RETRY	ABORT	,
OK,44,PHY_IO__LP3 - LP PADDLE UP... WAFER SLIDE OUT SENSOR ALARM.,Before LP Paddle Up Action	 Wafer Slide Out Sensor On Status.<\n>Please	 Check Wafer Status in the loadport !<\n>,RETRY	ABORT	,
OK,45,PHY_IO__LP3 - LP PADDLE UP/DN... PADDLE SENSOR NOT EXT STATUS ALARM.,Before LP Paddle Up/Down Action	 Paddle Not Extend Status.<\n>Please	 Check Paddle Extend Status !<\n>,RETRY	ABORT	,

OBJECT_NAME : PHY_IO__PUMP,
